Year,ISO-alpha3 Code,Neg,Neu,Pos,Compound
2001,ARM,0.185,0.592,0.223,0.9738
2001,ATG,0.168,0.641,0.191,0.8988
2001,AUS,0.181,0.513,0.306,0.9983
2001,AUT,0.165,0.592,0.243,0.9981
2001,AZE,0.17,0.587,0.243,0.9979
2001,BDI,0.148,0.577,0.276,0.9996
2001,BEL,0.129,0.587,0.283,0.9998
2001,BEN,0.14,0.567,0.294,0.9997
2001,BFA,0.195,0.576,0.229,0.9758
2001,BGD,0.122,0.6,0.278,0.9997
2001,BGR,0.143,0.519,0.338,0.9987
2001,BHR,0.147,0.554,0.299,0.9996
2001,BHS,0.197,0.574,0.229,0.9772
2001,BIH,0.133,0.581,0.285,0.9989
2001,BLR,0.11,0.64,0.25,0.9996
2001,BLZ,0.109,0.542,0.35,0.9997
2001,BOL,0.162,0.589,0.249,0.9967
2001,BRA,0.172,0.56,0.268,0.9988
2001,BRB,0.199,0.565,0.236,0.9626
2001,BRN,0.132,0.59,0.278,0.9951
2001,BTN,0.237,0.48,0.284,0.9714
2001,BWA,0.142,0.534,0.325,0.9996
2001,CAF,0.123,0.612,0.265,0.9992
2001,CAN,0.15,0.528,0.322,0.9997
2001,CHL,0.185,0.522,0.293,0.9989
2001,CHN,0.118,0.558,0.324,0.9996
2001,CIV,0.114,0.606,0.28,0.9996
2001,CMR,0.165,0.528,0.306,0.9994
2001,COD,0.153,0.566,0.28,0.9983
2001,COG,0.166,0.572,0.262,0.9984
2001,COL,0.231,0.551,0.218,-0.9935
2001,COM,0.161,0.556,0.283,0.9994
2001,CPV,0.172,0.547,0.281,0.9994
2001,CRI,0.222,0.536,0.242,0.8284
2001,CUB,0.336,0.459,0.206,-0.9998
2001,CYP,0.178,0.539,0.282,0.9983
2001,CZE,0.221,0.493,0.286,0.9972
2001,DEU,0.265,0.528,0.207,-0.9992
2001,DJI,0.186,0.583,0.231,0.9952
2001,DMA,0.196,0.58,0.224,0.8777
2001,DNK,0.14,0.567,0.293,0.9994
2001,DOM,0.168,0.578,0.253,0.9976
2001,DZA,0.151,0.6,0.249,0.9989
2001,ECU,0.162,0.589,0.249,0.9992
2001,EGY,0.19,0.579,0.231,0.9906
2001,ERI,0.181,0.474,0.345,0.9997
2001,ESP,0.176,0.579,0.245,0.9982
2001,EST,0.189,0.579,0.233,0.9892
2001,ETH,0.18,0.514,0.306,0.9988
2001,FIN,0.177,0.545,0.278,0.9979
2001,FJI,0.105,0.59,0.304,0.9998
2001,FRA,0.145,0.603,0.251,0.9991
2001,FSM,0.132,0.591,0.276,0.9996
2001,GAB,0.08,0.558,0.362,0.9998
2001,GBR,0.216,0.519,0.265,0.9872
2001,GEO,0.166,0.542,0.292,0.9991
2001,GHA,0.134,0.564,0.302,0.9993
2001,GIN,0.124,0.546,0.33,0.9999
2001,GMB,0.115,0.629,0.256,0.9997
2001,GNB,0.144,0.6,0.256,0.9995
2001,GNQ,0.126,0.598,0.276,0.9995
2001,GRC,0.127,0.573,0.3,0.9997
2001,GRD,0.15,0.616,0.234,0.9983
2001,GTM,0.131,0.549,0.32,0.9997
2001,GUY,0.181,0.572,0.247,0.9969
2001,HND,0.115,0.597,0.289,0.9996
2001,HRV,0.332,0.509,0.159,-0.9994
2001,HTI,0.122,0.666,0.212,0.9976
2001,HUN,0.191,0.565,0.244,0.9747
2001,IDN,0.182,0.591,0.227,0.9866
2001,IND,0.232,0.577,0.191,-0.9942
2001,IRL,0.161,0.531,0.308,0.9997
2001,IRN,0.301,0.506,0.192,-0.9996
2001,IRQ,0.217,0.549,0.234,-0.9314
2001,ISL,0.141,0.518,0.341,0.9997
2001,ISR,0.214,0.558,0.229,-0.9286
2001,ITA,0.143,0.549,0.308,0.9993
2001,JAM,0.155,0.574,0.271,0.9995
2001,JOR,0.191,0.54,0.269,0.9979
2001,JPN,0.196,0.527,0.277,0.9849
2001,KAZ,0.108,0.585,0.307,0.9994
2001,KEN,0.191,0.48,0.33,0.9986
2001,KGZ,0.138,0.574,0.288,0.999
2001,KHM,0.197,0.535,0.268,0.9942
2001,KNA,0.1,0.596,0.305,0.9997
2001,KOR,0.122,0.577,0.301,0.9997
2001,KWT,0.173,0.583,0.244,0.9981
2001,LAO,0.117,0.642,0.241,0.9989
2001,LBN,0.145,0.613,0.242,0.9991
2001,LBR,0.155,0.611,0.234,0.9986
2001,LBY,0.21,0.588,0.202,-0.9961
2001,LCA,0.167,0.583,0.251,0.9984
2001,LIE,0.283,0.497,0.22,-0.9984
2001,LKA,0.234,0.561,0.206,-0.9971
2001,LSO,0.122,0.596,0.282,0.9998
2001,LTU,0.141,0.604,0.256,0.9989
2001,LUX,0.143,0.566,0.291,0.9994
2001,LVA,0.143,0.567,0.29,0.9986
2001,MAR,0.122,0.586,0.292,0.9997
2001,MCO,0.145,0.551,0.304,0.9995
2001,MDA,0.149,0.549,0.302,0.9996
2001,MDG,0.14,0.606,0.254,0.9992
2001,MDV,0.157,0.572,0.271,0.9992
2001,MEX,0.156,0.533,0.311,0.9994
2001,MHL,0.134,0.619,0.247,0.9977
2001,MKD,0.255,0.491,0.254,-0.9922
2001,MLI,0.112,0.594,0.294,0.9997
2001,MLT,0.145,0.588,0.267,0.9994
2001,MMR,0.126,0.613,0.262,0.9993
2001,MNG,0.097,0.605,0.298,0.9998
2001,MOZ,0.161,0.559,0.28,0.9997
2001,MRT,0.108,0.534,0.358,0.9995
2001,MUS,0.194,0.572,0.234,0.9756
2001,MWI,0.189,0.553,0.257,0.9983
2001,MYS,0.158,0.606,0.236,0.9991
2001,NAM,0.18,0.554,0.266,0.9987
2001,NER,0.113,0.613,0.274,0.9997
2001,NGA,0.158,0.543,0.299,0.9993
2001,NIC,0.13,0.556,0.314,0.9993
2001,NLD,0.172,0.588,0.24,0.997
2001,NOR,0.225,0.467,0.308,0.9926
2001,NPL,0.223,0.533,0.243,0.609
2001,NRU,0.13,0.599,0.27,0.9986
2001,NZL,0.289,0.495,0.217,-0.9991
2001,OMN,0.146,0.531,0.323,0.9998
2001,PAK,0.234,0.538,0.228,-0.9913
2001,PAN,0.151,0.584,0.266,0.999
2001,PER,0.2,0.579,0.221,0.1032
2001,PHL,0.303,0.503,0.194,-0.9993
2001,PLW,0.179,0.553,0.268,0.997
2001,PNG,0.103,0.631,0.266,0.9997
2001,POL,0.19,0.546,0.264,0.996
2001,PRK,0.129,0.591,0.28,0.9997
2001,PRT,0.174,0.543,0.283,0.9986
2001,PRY,0.127,0.606,0.267,0.9991
2001,PSE,0.1,0.583,0.317,0.9999
2001,QAT,0.198,0.551,0.251,0.9908
2001,ROU,0.146,0.556,0.297,0.9995
2001,RUS,0.219,0.523,0.259,-0.3891
2001,RWA,0.173,0.532,0.295,0.9988
2001,SAU,0.278,0.491,0.232,-0.9985
2001,SDN,0.152,0.583,0.265,0.9992
2001,SEN,0.146,0.573,0.281,0.9996
2001,SGP,0.217,0.575,0.207,-0.9864
2001,SLB,0.163,0.553,0.284,0.9994
2001,SLE,0.162,0.55,0.288,0.9994
2001,SLV,0.114,0.578,0.308,0.9998
2001,SMR,0.166,0.549,0.285,0.9991
2001,SOM,0.144,0.559,0.297,0.999
2001,STP,0.188,0.553,0.258,0.9951
2001,SUR,0.126,0.576,0.298,0.9995
2001,SVK,0.143,0.523,0.334,0.9995
2001,SVN,0.22,0.562,0.218,-0.9811
2001,SWE,0.179,0.545,0.276,0.999
2001,SWZ,0.092,0.563,0.345,0.9999
2001,SYC,0.222,0.508,0.27,0.8391
2001,SYR,0.235,0.554,0.211,-0.9972
2001,TCD,0.171,0.564,0.265,0.9989
2001,TGO,0.155,0.535,0.31,0.9995
2001,THA,0.131,0.592,0.277,0.999
2001,TJK,0.183,0.57,0.247,0.9978
2001,TKM,0.057,0.592,0.35,0.9998
2001,TON,0.089,0.649,0.262,0.9992
2001,TTO,0.106,0.642,0.252,0.9996
2001,TUN,0.139,0.563,0.298,0.9995
2001,TUR,0.258,0.513,0.23,-0.9983
2001,TUV,0.151,0.579,0.27,0.9994
2001,TZA,0.15,0.545,0.305,0.9998
2001,UGA,0.216,0.61,0.174,-0.9977
2001,UKR,0.143,0.546,0.311,0.9995
2001,URY,0.211,0.568,0.221,-0.8555
2001,USA,0.315,0.461,0.224,-0.9997
2001,UZB,0.214,0.546,0.24,-0.4951
2001,VCT,0.175,0.594,0.231,0.9918
2001,VEN,0.174,0.57,0.256,0.9982
2001,VNM,0.098,0.588,0.313,0.9996
2001,VUT,0.064,0.631,0.305,0.9997
2001,WSM,0.144,0.567,0.289,0.9994
2001,YEM,0.158,0.602,0.24,0.9985
2001,YUG,0.173,0.549,0.278,0.9971
2001,ZAF,0.19,0.563,0.247,0.9883
2001,ZMB,0.177,0.585,0.239,0.9966
2001,ZWE,0.166,0.597,0.237,0.9973
2002,AFG,0.153,0.518,0.33,0.9996
2002,AGO,0.153,0.549,0.298,0.9989
2002,ALB,0.107,0.589,0.303,0.9998
2002,AND,0.249,0.548,0.203,-0.9982
2002,ARE,0.148,0.536,0.316,0.9997
2002,ARG,0.146,0.582,0.272,0.999
2002,ARM,0.114,0.655,0.232,0.9991
2002,ATG,0.122,0.664,0.215,0.9984
2002,AUS,0.196,0.53,0.275,0.9972
2002,AUT,0.144,0.574,0.283,0.9993
2002,AZE,0.185,0.62,0.194,-0.6621
2002,BDI,0.14,0.546,0.314,0.9991
2002,BEL,0.2,0.536,0.264,0.9967
2002,BEN,0.118,0.601,0.281,0.9996
2002,BFA,0.11,0.564,0.326,0.9997
2002,BGD,0.108,0.631,0.261,0.9993
2002,BGR,0.14,0.576,0.284,0.9982
2002,BHR,0.092,0.614,0.294,0.9998
2002,BHS,0.153,0.58,0.267,0.9992
2002,BIH,0.116,0.631,0.253,0.9991
2002,BLR,0.113,0.629,0.259,0.9994
2002,BLZ,0.12,0.596,0.284,0.9992
2002,BOL,0.189,0.586,0.225,0.9832
2002,BRA,0.103,0.589,0.308,0.9995
2002,BRB,0.142,0.594,0.264,0.9992
2002,BRN,0.122,0.569,0.309,0.9989
2002,BTN,0.133,0.557,0.31,0.9985
2002,BWA,0.096,0.563,0.341,0.9998
2002,CAF,0.128,0.636,0.236,0.9979
2002,CAN,0.151,0.557,0.292,0.9994
2002,CHE,0.116,0.512,0.372,0.9998
2002,CHL,0.124,0.582,0.294,0.9998
2002,CHN,0.086,0.607,0.307,0.9997
2002,CIV,0.155,0.574,0.271,0.9994
2002,CMR,0.165,0.567,0.267,0.9963
2002,COD,0.138,0.577,0.285,0.999
2002,COG,0.101,0.558,0.341,0.9997
2002,COL,0.248,0.54,0.212,-0.9961
2002,COM,0.14,0.587,0.273,0.9989
2002,CPV,0.147,0.559,0.294,0.9995
2002,CRI,0.148,0.531,0.321,0.9995
2002,CUB,0.258,0.557,0.185,-0.9987
2002,CYP,0.123,0.574,0.302,0.9995
2002,CZE,0.148,0.587,0.266,0.9989
2002,DEU,0.218,0.552,0.23,-0.9122
2002,DJI,0.164,0.559,0.277,0.9991
2002,DMA,0.122,0.626,0.253,0.9994
2002,DNK,0.213,0.499,0.288,0.9951
2002,DOM,0.131,0.553,0.316,0.9996
2002,DZA,0.134,0.57,0.296,0.9995
2002,ECU,0.197,0.539,0.264,0.9932
2002,EGY,0.198,0.538,0.264,0.9986
2002,ERI,0.174,0.605,0.22,0.9931
2002,ESP,0.178,0.573,0.249,0.9971
2002,EST,0.132,0.607,0.261,0.9981
2002,ETH,0.164,0.513,0.323,0.9993
2002,FIN,0.205,0.51,0.285,0.9942
2002,FJI,0.132,0.571,0.297,0.9998
2002,FRA,0.16,0.602,0.238,0.9986
2002,FSM,0.121,0.651,0.228,0.9984
2002,GAB,0.109,0.587,0.304,0.9997
2002,GBR,0.263,0.478,0.259,-0.9868
2002,GEO,0.183,0.579,0.238,0.9942
2002,GHA,0.117,0.598,0.285,0.9995
2002,GIN,0.111,0.551,0.338,0.9998
2002,GMB,0.126,0.599,0.275,0.9999
2002,GNB,0.143,0.501,0.356,0.9992
2002,GNQ,0.144,0.545,0.311,0.999
2002,GRC,0.097,0.557,0.345,0.9998
2002,GRD,0.119,0.667,0.214,0.9984
2002,GTM,0.079,0.598,0.323,0.9998
2002,GUY,0.182,0.586,0.231,0.99
2002,HND,0.104,0.609,0.288,0.9996
2002,HRV,0.123,0.561,0.316,0.9997
2002,HTI,0.119,0.59,0.291,0.9993
2002,HUN,0.154,0.572,0.274,0.9984
2002,IDN,0.146,0.587,0.267,0.9992
2002,IND,0.239,0.576,0.185,-0.9978
2002,IRL,0.138,0.558,0.304,0.9998
2002,IRN,0.179,0.556,0.265,0.9982
2002,IRQ,0.139,0.615,0.245,0.9991
2002,ISL,0.142,0.552,0.306,0.9994
2002,ISR,0.247,0.51,0.243,-0.9827
2002,ITA,0.175,0.515,0.31,0.9985
2002,JAM,0.11,0.607,0.283,0.9996
2002,JOR,0.154,0.571,0.275,0.999
2002,JPN,0.125,0.595,0.28,0.9991
2002,KAZ,0.099,0.621,0.28,0.9997
2002,KEN,0.104,0.599,0.297,0.9997
2002,KGZ,0.129,0.61,0.26,0.9991
2002,KHM,0.19,0.551,0.259,0.9924
2002,KNA,0.133,0.575,0.291,0.9993
2002,KOR,0.121,0.566,0.313,0.9996
2002,KWT,0.162,0.58,0.258,0.9993
2002,LAO,0.103,0.631,0.267,0.9988
2002,LBN,0.196,0.567,0.237,0.9929
2002,LBR,0.18,0.6,0.221,0.9961
2002,LCA,0.141,0.639,0.22,0.9972
2002,LIE,0.131,0.605,0.264,0.9973
2002,LKA,0.115,0.584,0.3,0.9997
2002,LSO,0.117,0.619,0.264,0.999
2002,LTU,0.151,0.519,0.331,0.9981
2002,LUX,0.101,0.633,0.266,0.9996
2002,LVA,0.131,0.599,0.27,0.9994
2002,MAR,0.092,0.627,0.281,0.9998
2002,MCO,0.087,0.584,0.33,0.9999
2002,MDA,0.146,0.589,0.265,0.9987
2002,MDG,0.102,0.557,0.341,0.9997
2002,MDV,0.156,0.588,0.255,0.9975
2002,MEX,0.065,0.656,0.278,0.9998
2002,MHL,0.093,0.62,0.287,0.9996
2002,MKD,0.124,0.605,0.271,0.9994
2002,MLI,0.138,0.541,0.321,0.9997
2002,MLT,0.138,0.632,0.23,0.9982
2002,MMR,0.175,0.529,0.295,0.9991
2002,MNG,0.106,0.6,0.294,0.9997
2002,MOZ,0.108,0.538,0.354,0.9999
2002,MRT,0.108,0.55,0.342,0.9995
2002,MUS,0.127,0.6,0.273,0.9994
2002,MWI,0.125,0.586,0.289,0.9998
2002,MYS,0.241,0.571,0.187,-0.9987
2002,NAM,0.169,0.557,0.274,0.999
2002,NER,0.133,0.588,0.278,0.9996
2002,NGA,0.15,0.583,0.267,0.9987
2002,NIC,0.131,0.604,0.265,0.9993
2002,NLD,0.135,0.587,0.277,0.999
2002,NOR,0.221,0.497,0.283,0.9934
2002,NPL,0.156,0.547,0.296,0.9995
2002,NRU,0.076,0.618,0.306,0.9995
2002,NZL,0.247,0.49,0.264,-0.3709
2002,OMN,0.114,0.584,0.302,0.9997
2002,PAK,0.219,0.551,0.229,-0.9079
2002,PAN,0.135,0.601,0.264,0.9977
2002,PER,0.119,0.578,0.303,0.9996
2002,PHL,0.19,0.544,0.267,0.9967
2002,PLW,0.204,0.564,0.232,0.7808
2002,PNG,0.086,0.64,0.274,0.9998
2002,POL,0.086,0.643,0.271,0.9994
2002,PRK,0.085,0.642,0.273,0.9997
2002,PRT,0.161,0.537,0.302,0.9982
2002,PRY,0.099,0.654,0.247,0.9996
2002,PSE,0.131,0.607,0.262,0.9992
2002,QAT,0.131,0.626,0.243,0.999
2002,ROU,0.155,0.587,0.259,0.9986
2002,RUS,0.187,0.575,0.238,0.9799
2002,RWA,0.154,0.544,0.302,0.999
2002,SAU,0.247,0.52,0.234,-0.9969
2002,SDN,0.122,0.565,0.313,0.9998
2002,SEN,0.105,0.569,0.326,0.9999
2002,SGP,0.214,0.533,0.253,0.9022
2002,SLB,0.122,0.615,0.263,0.9996
2002,SLE,0.123,0.572,0.305,0.9997
2002,SLV,0.088,0.615,0.297,0.9997
2002,SMR,0.159,0.572,0.27,0.9987
2002,SOM,0.14,0.591,0.269,0.9989
2002,STP,0.163,0.572,0.266,0.9982
2002,SUR,0.072,0.565,0.363,0.9999
2002,SVK,0.141,0.56,0.3,0.9994
2002,SVN,0.145,0.596,0.259,0.9973
2002,SWE,0.171,0.565,0.264,0.998
2002,SWZ,0.152,0.567,0.281,0.9993
2002,SYR,0.175,0.564,0.261,0.9983
2002,TCD,0.081,0.631,0.288,0.9996
2002,TGO,0.148,0.565,0.287,0.9994
2002,THA,0.105,0.606,0.289,0.9998
2002,TJK,0.118,0.576,0.306,0.9998
2002,TKM,0.04,0.639,0.321,0.9998
2002,TON,0.065,0.619,0.317,0.9998
2002,TTO,0.102,0.648,0.25,0.9997
2002,TUN,0.117,0.569,0.314,0.9997
2002,TUR,0.123,0.598,0.279,0.9996
2002,TUV,0.1,0.591,0.31,0.9996
2002,TZA,0.129,0.589,0.283,0.9997
2002,UGA,0.084,0.624,0.292,0.9998
2002,UKR,0.13,0.575,0.296,0.9997
2002,URY,0.132,0.614,0.253,0.9988
2002,USA,0.251,0.51,0.238,-0.9925
2002,UZB,0.17,0.568,0.263,0.996
2002,VCT,0.166,0.559,0.275,0.9993
2002,VEN,0.179,0.612,0.209,0.9567
2002,VNM,0.133,0.594,0.273,0.9988
2002,VUT,0.117,0.593,0.29,0.9997
2002,WSM,0.161,0.544,0.295,0.9987
2002,YEM,0.179,0.541,0.28,0.9977
2002,YUG,0.168,0.603,0.229,0.9915
2002,ZAF,0.087,0.584,0.33,0.9997
2002,ZMB,0.092,0.601,0.307,0.9996
2002,ZWE,0.099,0.621,0.279,0.9997
2003,AFG,0.153,0.58,0.267,0.9981
2003,AGO,0.177,0.593,0.23,0.9939
2003,ALB,0.122,0.546,0.332,0.9996
2003,AND,0.145,0.618,0.236,0.9982
2003,ARE,0.163,0.578,0.26,0.9984
2003,ARG,0.162,0.582,0.256,0.9985
2003,ARM,0.173,0.611,0.217,0.9867
2003,ATG,0.114,0.662,0.224,0.9994
2003,AUS,0.148,0.555,0.296,0.9993
2003,AUT,0.134,0.596,0.27,0.9994
2003,AZE,0.203,0.588,0.209,-0.8441
2003,BDI,0.145,0.573,0.282,0.9996
2003,BEL,0.138,0.575,0.287,0.9995
2003,BEN,0.097,0.622,0.281,0.9998
2003,BFA,0.192,0.579,0.229,0.9827
2003,BGD,0.097,0.597,0.305,0.9999
2003,BGR,0.109,0.58,0.311,0.9993
2003,BHR,0.097,0.602,0.302,0.9998
2003,BHS,0.142,0.584,0.274,0.9993
2003,BIH,0.106,0.61,0.284,0.9997
2003,BLR,0.134,0.598,0.268,0.9993
2003,BLZ,0.113,0.557,0.33,0.9988
2003,BOL,0.144,0.604,0.252,0.9988
2003,BRA,0.132,0.586,0.282,0.9997
2003,BRB,0.134,0.624,0.243,0.9992
2003,BRN,0.12,0.561,0.318,0.9992
2003,BTN,0.131,0.57,0.299,0.9982
2003,BWA,0.181,0.553,0.266,0.9975
2003,CAF,0.087,0.627,0.287,0.9992
2003,CAN,0.19,0.537,0.273,0.9964
2003,CHE,0.12,0.599,0.281,0.9993
2003,CHL,0.057,0.614,0.328,0.9997
2003,CHN,0.082,0.607,0.311,0.9999
2003,CIV,0.13,0.594,0.276,0.9997
2003,CMR,0.133,0.538,0.329,0.9997
2003,COD,0.17,0.541,0.29,0.9983
2003,COG,0.133,0.569,0.297,0.9998
2003,COL,0.228,0.517,0.255,-0.9096
2003,COM,0.185,0.523,0.292,0.9988
2003,CPV,0.137,0.614,0.249,0.9993
2003,CRI,0.129,0.559,0.311,0.9996
2003,CUB,0.225,0.524,0.25,0.9391
2003,CYP,0.103,0.574,0.323,0.9998
2003,CZE,0.119,0.587,0.295,0.9998
2003,DEU,0.139,0.508,0.352,0.9997
2003,DMA,0.112,0.62,0.268,0.9998
2003,DNK,0.115,0.547,0.338,0.9996
2003,DOM,0.106,0.572,0.322,0.9996
2003,DZA,0.108,0.574,0.318,0.9997
2003,ECU,0.159,0.606,0.235,0.9979
2003,EGY,0.17,0.576,0.254,0.999
2003,ERI,0.166,0.543,0.291,0.9995
2003,ESP,0.155,0.471,0.374,0.9993
2003,EST,0.112,0.651,0.237,0.9988
2003,ETH,0.116,0.499,0.385,0.9998
2003,FIN,0.135,0.609,0.256,0.9984
2003,FJI,0.111,0.611,0.278,0.9997
2003,FRA,0.161,0.601,0.239,0.9976
2003,FSM,0.141,0.63,0.229,0.9989
2003,GAB,0.154,0.571,0.274,0.9979
2003,GBR,0.16,0.517,0.323,0.9993
2003,GEO,0.172,0.594,0.235,0.9941
2003,GHA,0.12,0.596,0.284,0.9994
2003,GIN,0.127,0.546,0.327,0.9999
2003,GMB,0.12,0.613,0.267,0.9999
2003,GNB,0.162,0.542,0.296,0.9993
2003,GNQ,0.191,0.53,0.279,0.9952
2003,GRC,0.136,0.535,0.328,0.9998
2003,GRD,0.14,0.591,0.269,0.9991
2003,GTM,0.091,0.592,0.317,0.9998
2003,GUY,0.157,0.54,0.303,0.9992
2003,HND,0.125,0.562,0.313,0.9997
2003,HRV,0.106,0.59,0.304,0.9997
2003,HTI,0.151,0.552,0.297,0.999
2003,HUN,0.141,0.532,0.328,0.9993
2003,IDN,0.194,0.581,0.225,-0.2086
2003,IND,0.184,0.549,0.267,0.9978
2003,IRL,0.19,0.542,0.268,0.9993
2003,IRN,0.226,0.528,0.246,-0.0192
2003,IRQ,0.119,0.633,0.248,0.9996
2003,ISL,0.062,0.633,0.305,0.9997
2003,ISR,0.198,0.534,0.268,0.9976
2003,ITA,0.139,0.548,0.313,0.9998
2003,JAM,0.146,0.605,0.249,0.9993
2003,JOR,0.151,0.581,0.268,0.9996
2003,JPN,0.088,0.656,0.256,0.9998
2003,KAZ,0.136,0.61,0.254,0.9987
2003,KEN,0.138,0.554,0.308,0.9997
2003,KGZ,0.118,0.554,0.327,0.9996
2003,KHM,0.153,0.564,0.283,0.9993
2003,KIR,0.123,0.591,0.285,0.9989
2003,KNA,0.099,0.608,0.293,0.9997
2003,KOR,0.122,0.594,0.285,0.9996
2003,KWT,0.167,0.59,0.243,0.9986
2003,LAO,0.083,0.591,0.326,0.9997
2003,LBN,0.229,0.533,0.238,-0.7792
2003,LBR,0.166,0.564,0.27,0.9991
2003,LCA,0.147,0.595,0.257,0.9992
2003,LIE,0.127,0.587,0.286,0.9988
2003,LKA,0.136,0.599,0.265,0.9993
2003,LSO,0.174,0.595,0.231,0.9955
2003,LTU,0.125,0.582,0.293,0.9986
2003,LUX,0.145,0.613,0.242,0.9991
2003,LVA,0.157,0.589,0.255,0.9981
2003,MAR,0.088,0.557,0.355,0.9996
2003,MCO,0.066,0.646,0.288,0.9996
2003,MDA,0.115,0.633,0.252,0.9983
2003,MDG,0.1,0.596,0.303,0.9995
2003,MDV,0.141,0.598,0.261,0.9991
2003,MEX,0.122,0.575,0.303,0.9996
2003,MHL,0.124,0.635,0.241,0.9982
2003,MKD,0.102,0.612,0.286,0.9995
2003,MLI,0.116,0.569,0.315,0.9998
2003,MLT,0.16,0.575,0.265,0.999
2003,MMR,0.163,0.579,0.259,0.9979
2003,MNG,0.075,0.593,0.332,0.9998
2003,MOZ,0.088,0.609,0.303,0.9998
2003,MRT,0.118,0.543,0.339,0.9997
2003,MUS,0.167,0.587,0.247,0.9986
2003,MWI,0.142,0.589,0.269,0.9991
2003,MYS,0.207,0.566,0.227,0.9396
2003,NAM,0.137,0.611,0.252,0.9985
2003,NER,0.104,0.597,0.299,0.9998
2003,NGA,0.129,0.605,0.266,0.9996
2003,NIC,0.104,0.583,0.313,0.9996
2003,NLD,0.186,0.567,0.246,0.9921
2003,NOR,0.132,0.548,0.319,0.9997
2003,NPL,0.147,0.552,0.301,0.9997
2003,NRU,0.14,0.674,0.186,0.9955
2003,NZL,0.185,0.55,0.266,0.9953
2003,OMN,0.097,0.619,0.284,0.9999
2003,PAK,0.201,0.541,0.258,0.9946
2003,PAN,0.094,0.625,0.281,0.9996
2003,PER,0.14,0.624,0.236,0.9967
2003,PHL,0.105,0.537,0.358,0.9996
2003,PLW,0.172,0.572,0.256,0.9945
2003,PNG,0.085,0.639,0.276,0.9998
2003,POL,0.145,0.604,0.251,0.9989
2003,PRK,0.124,0.617,0.259,0.9994
2003,PRT,0.16,0.555,0.285,0.9991
2003,PRY,0.141,0.541,0.318,0.9994
2003,PSE,0.18,0.606,0.214,0.9495
2003,QAT,0.112,0.617,0.27,0.9995
2003,ROU,0.197,0.534,0.269,0.9967
2003,RUS,0.121,0.555,0.324,0.9998
2003,RWA,0.115,0.578,0.306,0.9997
2003,SAU,0.181,0.579,0.24,0.9937
2003,SDN,0.096,0.586,0.317,0.9998
2003,SEN,0.13,0.627,0.243,0.9996
2003,SGP,0.139,0.564,0.297,0.9996
2003,SLB,0.074,0.635,0.291,0.9998
2003,SLE,0.161,0.552,0.287,0.9992
2003,SLV,0.175,0.626,0.2,0.9145
2003,SMR,0.109,0.552,0.339,0.9998
2003,SOM,0.111,0.574,0.315,0.9997
2003,STP,0.172,0.583,0.245,0.9928
2003,SUR,0.061,0.619,0.319,0.9995
2003,SVK,0.104,0.549,0.347,0.9998
2003,SVN,0.149,0.504,0.347,0.9996
2003,SWE,0.147,0.593,0.26,0.999
2003,SWZ,0.147,0.557,0.296,0.9994
2003,SYC,0.107,0.634,0.258,0.9994
2003,SYR,0.209,0.579,0.212,-0.9641
2003,TCD,0.096,0.581,0.324,0.9999
2003,TGO,0.092,0.597,0.311,0.9999
2003,THA,0.138,0.591,0.271,0.9995
2003,TJK,0.147,0.591,0.261,0.9996
2003,TLS,0.106,0.648,0.245,0.9998
2003,TON,0.069,0.639,0.292,0.9995
2003,TTO,0.123,0.588,0.288,0.9998
2003,TUN,0.089,0.586,0.325,0.9999
2003,TUR,0.123,0.564,0.312,0.9996
2003,TUV,0.154,0.552,0.294,0.9995
2003,TZA,0.136,0.57,0.294,0.9998
2003,UGA,0.12,0.563,0.317,0.9995
2003,UKR,0.15,0.53,0.32,0.9993
2003,URY,0.158,0.557,0.285,0.9989
2003,USA,0.241,0.503,0.255,-0.838
2003,UZB,0.115,0.624,0.261,0.9988
2003,VCT,0.125,0.567,0.308,0.9996
2003,VEN,0.244,0.508,0.249,-0.7137
2003,VNM,0.095,0.604,0.301,0.9997
2003,VUT,0.151,0.551,0.298,0.9994
2003,WSM,0.129,0.575,0.296,0.9992
2003,YEM,0.201,0.526,0.273,0.9971
2003,YUG,0.171,0.477,0.352,0.9982
2003,ZAF,0.142,0.611,0.247,0.9993
2003,ZMB,0.195,0.531,0.274,0.9971
2003,ZWE,0.161,0.59,0.249,0.9989
2004,AFG,0.123,0.613,0.265,0.9981
2004,AGO,0.192,0.557,0.251,0.9952
2004,ALB,0.093,0.573,0.334,0.9999
2004,AND,0.197,0.528,0.275,0.9978
2004,ARE,0.15,0.571,0.279,0.9992
2004,ARG,0.151,0.553,0.296,0.9997
2004,ARM,0.141,0.603,0.256,0.9983
2004,ATG,0.103,0.63,0.267,0.9997
2004,AUS,0.194,0.518,0.289,0.9976
2004,AUT,0.115,0.567,0.318,0.9998
2004,AZE,0.176,0.599,0.225,0.9852
2004,BDI,0.099,0.598,0.303,0.9997
2004,BEL,0.143,0.607,0.251,0.9966
2004,BEN,0.11,0.628,0.263,0.9997
2004,BFA,0.102,0.604,0.294,0.9991
2004,BGD,0.107,0.578,0.315,0.9997
2004,BGR,0.107,0.585,0.308,0.9998
2004,BHR,0.136,0.582,0.282,0.9994
2004,BHS,0.137,0.626,0.236,0.999
2004,BIH,0.156,0.544,0.3,0.9994
2004,BLR,0.174,0.602,0.224,0.9812
