,Year,ISO-alpha3 Code,Neg,Neu,Pos,Compound
4861,2002,COD,0.08,0.762,0.158,0.9988
4862,2002,COG,0.061,0.731,0.207,0.9997
4863,2002,COL,0.158,0.692,0.15,-0.9884
4864,2002,COM,0.081,0.755,0.165,0.9992
4865,2002,CPV,0.088,0.724,0.187,0.9995
4866,2002,CRI,0.102,0.686,0.212,0.9996
4867,2002,CUB,0.14,0.719,0.141,-0.5494
4868,2002,CYP,0.094,0.707,0.2,0.9995
4869,2002,CZE,0.119,0.698,0.182,0.9987
4870,2002,DEU,0.156,0.67,0.173,0.8345
4871,2002,DJI,0.107,0.707,0.186,0.9995
4872,2002,DMA,0.067,0.762,0.171,0.9998
4873,2002,DNK,0.166,0.626,0.209,0.9963
4874,2002,DOM,0.065,0.766,0.169,0.9995
4875,2002,DZA,0.061,0.786,0.153,0.9992
4876,2002,ECU,0.133,0.691,0.176,0.9961
4877,2002,EGY,0.14,0.684,0.175,0.9981
4878,2002,ERI,0.129,0.722,0.149,0.9794
4879,2002,ESP,0.122,0.709,0.169,0.9982
4880,2002,EST,0.075,0.759,0.165,0.9985
4881,2002,ETH,0.111,0.682,0.207,0.9995
4882,2002,FIN,0.136,0.665,0.199,0.9984
4883,2002,FJI,0.1,0.707,0.194,0.9998
4884,2002,FRA,0.093,0.733,0.174,0.9997
4885,2002,FSM,0.082,0.778,0.14,0.9982
4886,2002,GAB,0.078,0.712,0.21,0.9998
4887,2002,GBR,0.203,0.614,0.183,-0.9976
4888,2002,GEO,0.136,0.704,0.16,0.9936
4889,2002,GHA,0.073,0.737,0.19,0.9997
4890,2002,GIN,0.073,0.705,0.222,0.9999
4891,2002,GMB,0.069,0.779,0.152,0.9998
4892,2002,GNB,0.086,0.708,0.207,0.9991
4893,2002,GNQ,0.071,0.738,0.19,0.9994
4894,2002,GRC,0.075,0.669,0.256,0.9999
4895,2002,GRD,0.075,0.801,0.124,0.998
4896,2002,GTM,0.054,0.727,0.22,0.9999
4897,2002,GUY,0.129,0.701,0.17,0.9974
4898,2002,HND,0.054,0.809,0.137,0.9988
4899,2002,HRV,0.09,0.687,0.224,0.9998
4900,2002,HTI,0.067,0.769,0.164,0.9993
4901,2002,HUN,0.11,0.693,0.197,0.9992
4902,2002,IDN,0.099,0.719,0.182,0.9996
4903,2002,IND,0.154,0.719,0.127,-0.9967
4904,2002,IRL,0.094,0.694,0.213,0.9999
4905,2002,IRN,0.138,0.682,0.18,0.9967
4906,2002,IRQ,0.096,0.75,0.154,0.9991
4907,2002,ISL,0.09,0.698,0.213,0.9997
4908,2002,ISR,0.187,0.689,0.124,-0.9994
4909,2002,ITA,0.131,0.652,0.217,0.9992
4910,2002,JAM,0.061,0.77,0.17,0.9997
4911,2002,JOR,0.097,0.735,0.169,0.9989
4912,2002,JPN,0.1,0.708,0.192,0.9992
4913,2002,KAZ,0.064,0.769,0.167,0.9997
4914,2002,KEN,0.068,0.752,0.18,0.9997
4915,2002,KGZ,0.09,0.722,0.188,0.9996
4916,2002,KHM,0.138,0.683,0.179,0.9942
4917,2002,KNA,0.096,0.693,0.211,0.9997
4918,2002,KOR,0.078,0.729,0.194,0.9996
4919,2002,KWT,0.111,0.715,0.174,0.9996
4920,2002,LAO,0.05,0.805,0.145,0.9985
4921,2002,LBN,0.087,0.795,0.119,0.9978
4922,2002,LBR,0.153,0.72,0.127,-0.9994
4923,2002,LCA,0.095,0.78,0.125,0.994
4924,2002,LIE,0.106,0.732,0.163,0.994
4925,2002,LKA,0.082,0.694,0.224,0.9999
4926,2002,LSO,0.069,0.755,0.176,0.9995
4927,2002,LTU,0.109,0.669,0.222,0.9983
4928,2002,LUX,0.071,0.756,0.173,0.9997
4929,2002,LVA,0.093,0.724,0.183,0.9996
4930,2002,MAR,0.063,0.746,0.191,0.9999
4931,2002,MCO,0.061,0.71,0.229,0.9999
4932,2002,MDA,0.065,0.808,0.127,0.9956
4933,2002,MDG,0.062,0.73,0.208,0.9997
4934,2002,MDV,0.12,0.698,0.181,0.9983
4935,2002,MEX,0.035,0.804,0.16,0.9998
4936,2002,MHL,0.052,0.783,0.165,0.9996
4937,2002,MKD,0.08,0.741,0.179,0.9996
4938,2002,MLI,0.077,0.751,0.171,0.9993
4939,2002,MLT,0.083,0.786,0.131,0.9981
4940,2002,MMR,0.112,0.699,0.189,0.9992
4941,2002,MNG,0.062,0.752,0.186,0.9997
4942,2002,MOZ,0.061,0.726,0.213,0.9999
4943,2002,MRT,0.068,0.728,0.204,0.9994
4944,2002,MUS,0.065,0.801,0.135,0.9987
4945,2002,MWI,0.086,0.712,0.203,0.9999
4946,2002,MYS,0.105,0.777,0.119,0.959
4947,2002,NAM,0.12,0.696,0.184,0.9993
4948,2002,NER,0.09,0.728,0.182,0.9997
4949,2002,NGA,0.103,0.718,0.179,0.9994
4950,2002,NIC,0.097,0.711,0.192,0.9996
4951,2002,NLD,0.104,0.699,0.197,0.9995
4952,2002,NOR,0.149,0.661,0.19,0.9927
4953,2002,NPL,0.1,0.715,0.184,0.9993
4954,2002,NRU,0.05,0.754,0.196,0.9997
4955,2002,NZL,0.164,0.654,0.182,0.924
4956,2002,OMN,0.073,0.747,0.18,0.9997
4957,2002,PAK,0.179,0.683,0.138,-0.9983
4958,2002,PAN,0.089,0.739,0.172,0.9986
4959,2002,PER,0.065,0.784,0.15,0.999
4960,2002,PHL,0.153,0.663,0.184,0.9915
4961,2002,PLW,0.117,0.736,0.147,0.9939
4962,2002,PNG,0.061,0.771,0.168,0.9998
4963,2002,POL,0.056,0.759,0.185,0.9997
4964,2002,PRK,0.05,0.788,0.162,0.9997
4965,2002,PRT,0.11,0.683,0.207,0.9989
4966,2002,PRY,0.062,0.769,0.169,0.9998
4967,2002,PSE,0.076,0.8,0.124,0.996
4968,2002,QAT,0.082,0.773,0.145,0.9988
4969,2002,ROU,0.104,0.717,0.179,0.9993
4970,2002,RUS,0.132,0.707,0.161,0.99
4971,2002,RWA,0.095,0.754,0.151,0.9927
4972,2002,SAU,0.185,0.656,0.159,-0.9993
4973,2002,SDN,0.078,0.733,0.189,0.9997
4974,2002,SEN,0.058,0.759,0.184,0.9999
4975,2002,SGP,0.151,0.661,0.188,0.9926
4976,2002,SLB,0.07,0.795,0.136,0.9988
4977,2002,SLE,0.088,0.71,0.202,0.9998
4978,2002,SLV,0.062,0.78,0.158,0.9993
4979,2002,SMR,0.115,0.701,0.183,0.9989
4980,2002,SOM,0.09,0.728,0.182,0.9995
4981,2002,STP,0.099,0.725,0.176,0.9992
4982,2002,SUR,0.041,0.76,0.199,0.9999
4983,2002,SVK,0.084,0.73,0.186,0.9994
4984,2002,SVN,0.124,0.695,0.181,0.9971
4985,2002,SWE,0.133,0.676,0.191,0.9987
4986,2002,SWZ,0.095,0.736,0.169,0.9994
4987,2002,SYR,0.078,0.801,0.121,0.9955
4988,2002,TCD,0.048,0.787,0.165,0.9996
4989,2002,TGO,0.097,0.708,0.194,0.9997
4990,2002,THA,0.052,0.779,0.168,0.9998
4991,2002,TJK,0.057,0.761,0.182,0.9998
4992,2002,TKM,0.027,0.76,0.212,0.9999
4993,2002,TON,0.039,0.787,0.174,0.9996
4994,2002,TTO,0.067,0.787,0.146,0.9996
4995,2002,TUN,0.085,0.702,0.213,0.9998
4996,2002,TUR,0.055,0.813,0.132,0.9988
4997,2002,TUV,0.071,0.728,0.201,0.9997
4998,2002,TZA,0.082,0.736,0.181,0.9998
4999,2002,UGA,0.039,0.803,0.158,0.9997
5000,2002,UKR,0.075,0.743,0.182,0.9997
5001,2002,URY,0.077,0.78,0.143,0.9985
5002,2002,USA,0.188,0.641,0.17,-0.9988
5003,2002,UZB,0.113,0.708,0.18,0.9982
5004,2002,VCT,0.092,0.734,0.174,0.9997
5005,2002,VEN,0.106,0.764,0.13,0.9937
5006,2002,VNM,0.088,0.724,0.188,0.9994
5007,2002,VUT,0.089,0.718,0.193,0.9997
5008,2002,WSM,0.098,0.729,0.173,0.9985
5009,2002,YEM,0.107,0.721,0.172,0.9978
5010,2002,YUG,0.1,0.76,0.14,0.995
5011,2002,ZAF,0.05,0.76,0.19,0.9996
5012,2002,ZMB,0.054,0.762,0.185,0.9996
5013,2002,ZWE,0.066,0.752,0.182,0.9998
5014,2003,AFG,0.112,0.693,0.195,0.9993
5015,2003,AGO,0.107,0.74,0.153,0.9982
5016,2003,ALB,0.067,0.716,0.217,0.9998
5017,2003,AND,0.088,0.768,0.144,0.9987
5018,2003,ARE,0.114,0.7,0.186,0.9992
5019,2003,ARG,0.118,0.709,0.174,0.9987
5020,2003,ARM,0.115,0.732,0.154,0.9966
5021,2003,ATG,0.077,0.768,0.154,0.9997
5022,2003,AUS,0.109,0.673,0.218,0.9997
5023,2003,AUT,0.09,0.705,0.204,0.9998
5024,2003,AZE,0.115,0.763,0.122,0.939
5025,2003,BDI,0.108,0.713,0.179,0.9993
5026,2003,BEL,0.084,0.723,0.194,0.9998
5027,2003,BEN,0.056,0.775,0.169,0.9998
5028,2003,BFA,0.126,0.731,0.142,0.9344
5029,2003,BGD,0.072,0.708,0.22,0.9999
5030,2003,BGR,0.066,0.734,0.2,0.9996
5031,2003,BHR,0.056,0.758,0.186,0.9998
5032,2003,BHS,0.098,0.74,0.162,0.9992
5033,2003,BIH,0.063,0.756,0.181,0.9998
5034,2003,BLR,0.093,0.716,0.192,0.9997
5035,2003,BLZ,0.069,0.727,0.204,0.999
5036,2003,BOL,0.105,0.734,0.161,0.9989
5037,2003,BRA,0.107,0.702,0.191,0.9997
5038,2003,BRB,0.095,0.736,0.169,0.9996
5039,2003,BRN,0.059,0.762,0.178,0.9994
5040,2003,BTN,0.101,0.679,0.22,0.9991
5041,2003,BWA,0.087,0.785,0.129,0.9961
5042,2003,CAF,0.046,0.782,0.172,0.9993
5043,2003,CAN,0.149,0.654,0.197,0.9971
5044,2003,CHE,0.077,0.746,0.177,0.9994
5045,2003,CHL,0.035,0.736,0.229,0.9999
5046,2003,CHN,0.055,0.752,0.193,0.9998
5047,2003,CIV,0.081,0.75,0.169,0.9997
5048,2003,CMR,0.069,0.727,0.204,0.9998
5049,2003,COD,0.101,0.72,0.179,0.9986
5050,2003,COG,0.066,0.748,0.186,0.9999
5051,2003,COL,0.152,0.674,0.174,0.8377
5052,2003,COM,0.14,0.68,0.181,0.9972
5053,2003,CPV,0.086,0.765,0.148,0.9991
5054,2003,CRI,0.077,0.729,0.194,0.9996
5055,2003,CUB,0.159,0.671,0.17,0.9579
5056,2003,CYP,0.074,0.704,0.222,0.9999
5057,2003,CZE,0.087,0.721,0.192,0.9998
5058,2003,DEU,0.11,0.648,0.242,0.9997
5059,2003,DMA,0.076,0.739,0.185,0.9999
5060,2003,DNK,0.074,0.688,0.238,0.9998
5061,2003,DOM,0.065,0.736,0.199,0.9996
5062,2003,DZA,0.068,0.735,0.197,0.9996
5063,2003,ECU,0.104,0.745,0.151,0.9986
5064,2003,EGY,0.101,0.748,0.15,0.9988
5065,2003,ERI,0.081,0.772,0.147,0.9989
5066,2003,ESP,0.14,0.649,0.211,0.997
5067,2003,EST,0.083,0.749,0.167,0.9994
5068,2003,ETH,0.074,0.671,0.255,0.9999
5069,2003,FIN,0.106,0.735,0.159,0.9949
5070,2003,FJI,0.075,0.728,0.197,0.9999
5071,2003,FRA,0.114,0.722,0.164,0.9985
5072,2003,FSM,0.096,0.754,0.15,0.9993
5073,2003,GAB,0.115,0.691,0.194,0.9987
5074,2003,GBR,0.114,0.664,0.222,0.9996
5075,2003,GEO,0.109,0.727,0.164,0.9987
5076,2003,GHA,0.082,0.727,0.19,0.9997
5077,2003,GIN,0.085,0.682,0.233,0.9999
5078,2003,GMB,0.086,0.726,0.188,1.0
5079,2003,GNB,0.102,0.704,0.193,0.9996
5080,2003,GNQ,0.121,0.71,0.169,0.9912
5081,2003,GRC,0.087,0.683,0.231,0.9999
5082,2003,GRD,0.099,0.72,0.181,0.9993
5083,2003,GTM,0.071,0.7,0.229,0.9999
5084,2003,GUY,0.115,0.695,0.189,0.9987
5085,2003,HND,0.055,0.79,0.155,0.9995
5086,2003,HRV,0.079,0.711,0.21,0.9998
5087,2003,HTI,0.069,0.763,0.169,0.9992
5088,2003,HUN,0.092,0.709,0.199,0.9991
5089,2003,IDN,0.147,0.699,0.154,-0.9662
5090,2003,IND,0.138,0.689,0.173,0.9929
5091,2003,IRL,0.132,0.688,0.18,0.9996
5092,2003,IRN,0.179,0.651,0.17,-0.9952
5093,2003,IRQ,0.067,0.763,0.17,0.9999
5094,2003,ISL,0.043,0.751,0.205,0.9998
5095,2003,ISR,0.104,0.722,0.175,0.9996
5096,2003,ITA,0.068,0.754,0.178,0.9998
5097,2003,JAM,0.097,0.749,0.155,0.9993
5098,2003,JOR,0.09,0.75,0.16,0.9995
5099,2003,JPN,0.062,0.759,0.179,0.9999
5100,2003,KAZ,0.1,0.71,0.19,0.9995
5101,2003,KEN,0.099,0.675,0.225,0.9999
5102,2003,KGZ,0.086,0.699,0.215,0.9997
5103,2003,KHM,0.103,0.721,0.177,0.9991
5104,2003,KIR,0.077,0.753,0.171,0.9988
5105,2003,KNA,0.075,0.71,0.215,0.9998
5106,2003,KOR,0.074,0.745,0.181,0.9997
5107,2003,KWT,0.116,0.715,0.168,0.9992
5108,2003,LAO,0.041,0.77,0.19,0.9997
5109,2003,LBN,0.153,0.682,0.165,0.9506
5110,2003,LBR,0.08,0.733,0.187,0.9998
5111,2003,LCA,0.111,0.714,0.175,0.9995
5112,2003,LIE,0.072,0.789,0.139,0.9959
5113,2003,LKA,0.104,0.743,0.154,0.9974
5114,2003,LSO,0.118,0.722,0.16,0.9983
5115,2003,LTU,0.094,0.694,0.212,0.9992
5116,2003,LUX,0.098,0.73,0.171,0.9996
5117,2003,LVA,0.137,0.693,0.17,0.9878
5118,2003,MAR,0.06,0.699,0.242,0.9998
5119,2003,MCO,0.038,0.777,0.185,0.9997
5120,2003,MDA,0.073,0.77,0.157,0.9988
5121,2003,MDG,0.064,0.758,0.179,0.9995
5122,2003,MDV,0.081,0.75,0.169,0.9995
5123,2003,MEX,0.081,0.72,0.199,0.9997
5124,2003,MHL,0.071,0.778,0.151,0.9985
5125,2003,MKD,0.06,0.785,0.154,0.999
5126,2003,MLI,0.067,0.748,0.185,0.9998
5127,2003,MLT,0.078,0.783,0.139,0.9987
5128,2003,MMR,0.087,0.781,0.132,0.9918
5129,2003,MNG,0.054,0.703,0.243,0.9999
5130,2003,MOZ,0.061,0.731,0.207,0.9999
5131,2003,MRT,0.077,0.711,0.212,0.9996
5132,2003,MUS,0.13,0.708,0.161,0.9954
5133,2003,MWI,0.074,0.755,0.171,0.9995
5134,2003,MYS,0.15,0.704,0.146,-0.9437
5135,2003,NAM,0.094,0.748,0.158,0.9986
5136,2003,NER,0.061,0.772,0.167,0.9997
5137,2003,NGA,0.084,0.749,0.167,0.9996
5138,2003,NIC,0.045,0.767,0.188,0.9997
5139,2003,NLD,0.121,0.698,0.181,0.999
5140,2003,NOR,0.076,0.717,0.207,0.9998
5141,2003,NPL,0.109,0.667,0.224,0.9998
5142,2003,NRU,0.08,0.821,0.1,0.9914
5143,2003,NZL,0.104,0.73,0.166,0.9983
5144,2003,OMN,0.064,0.773,0.163,0.9998
5145,2003,PAK,0.142,0.666,0.191,0.9983
5146,2003,PAN,0.055,0.786,0.159,0.9995
5147,2003,PER,0.063,0.814,0.123,0.9971
5148,2003,PHL,0.083,0.664,0.253,0.9998
5149,2003,PLW,0.113,0.716,0.171,0.9965
5150,2003,PNG,0.055,0.745,0.2,0.9999
5151,2003,POL,0.073,0.779,0.148,0.9993
5152,2003,PRK,0.066,0.772,0.162,0.9997
5153,2003,PRT,0.111,0.696,0.193,0.9995
5154,2003,PRY,0.095,0.685,0.22,0.9996
5155,2003,PSE,0.121,0.741,0.138,0.8528
5156,2003,QAT,0.062,0.779,0.159,0.9995
5157,2003,ROU,0.14,0.678,0.183,0.9969
5158,2003,RUS,0.085,0.685,0.23,0.9999
5159,2003,RWA,0.069,0.735,0.196,0.9998
5160,2003,SAU,0.095,0.756,0.149,0.9983
5161,2003,SDN,0.059,0.755,0.186,0.9998
5162,2003,SEN,0.103,0.735,0.163,0.9996
5163,2003,SGP,0.094,0.705,0.201,0.9998
5164,2003,SLB,0.054,0.735,0.211,0.9999
5165,2003,SLE,0.096,0.714,0.19,0.9996
5166,2003,SLV,0.096,0.791,0.113,0.977
5167,2003,SMR,0.068,0.728,0.203,0.9998
5168,2003,SOM,0.081,0.703,0.216,0.9998
5169,2003,STP,0.115,0.723,0.162,0.9963
5170,2003,SUR,0.039,0.746,0.215,0.9997
5171,2003,SVK,0.069,0.711,0.22,0.9998
5172,2003,SVN,0.101,0.651,0.248,0.9998
5173,2003,SWE,0.116,0.699,0.185,0.9993
5174,2003,SWZ,0.105,0.693,0.202,0.9996
5175,2003,SYC,0.047,0.821,0.132,0.999
5176,2003,SYR,0.112,0.77,0.117,-0.8782
5177,2003,TCD,0.06,0.738,0.202,0.9999
5178,2003,TGO,0.063,0.731,0.206,0.9999
5179,2003,THA,0.102,0.707,0.191,0.9997
5180,2003,TJK,0.115,0.695,0.19,0.9998
5181,2003,TLS,0.07,0.77,0.159,0.9999
5182,2003,TON,0.047,0.767,0.186,0.9996
5183,2003,TTO,0.081,0.719,0.2,0.9999
5184,2003,TUN,0.06,0.745,0.195,0.9999
5185,2003,TUR,0.072,0.737,0.192,0.9997
5186,2003,TUV,0.101,0.695,0.203,0.9997
5187,2003,TZA,0.097,0.696,0.207,0.9999
5188,2003,UGA,0.062,0.743,0.195,0.9995
5189,2003,UKR,0.094,0.707,0.199,0.9993
5190,2003,URY,0.106,0.702,0.192,0.9995
5191,2003,USA,0.114,0.76,0.126,0.8689
5192,2003,UZB,0.074,0.769,0.157,0.9987
5193,2003,VCT,0.095,0.695,0.21,0.9998
5194,2003,VEN,0.173,0.657,0.17,-0.9756
5195,2003,VNM,0.064,0.723,0.213,0.9998
5196,2003,VUT,0.102,0.697,0.201,0.9996
5197,2003,WSM,0.081,0.729,0.189,0.9994
5198,2003,YEM,0.133,0.695,0.171,0.9952
5199,2003,YUG,0.079,0.695,0.226,0.9994
5200,2003,ZAF,0.08,0.799,0.121,0.9976
5201,2003,ZMB,0.116,0.713,0.171,0.9982
5202,2003,ZWE,0.091,0.738,0.172,0.9996
5203,2004,AFG,0.103,0.713,0.184,0.9983
5204,2004,AGO,0.09,0.795,0.115,0.952
5205,2004,ALB,0.056,0.742,0.202,0.9999
5206,2004,AND,0.129,0.679,0.191,0.9993
5207,2004,ARE,0.09,0.728,0.181,0.9994
5208,2004,ARG,0.1,0.705,0.195,0.9998
5209,2004,ARM,0.061,0.823,0.116,0.9942
5210,2004,ATG,0.07,0.778,0.152,0.9996
5211,2004,AUS,0.14,0.66,0.2,0.9987
5212,2004,AUT,0.069,0.736,0.195,0.9998
5213,2004,AZE,0.121,0.73,0.149,0.9826
5214,2004,BDI,0.072,0.742,0.186,0.9997
5215,2004,BEL,0.101,0.753,0.146,0.9816
5216,2004,BEN,0.082,0.74,0.178,0.9998
5217,2004,BFA,0.078,0.704,0.218,0.9996
5218,2004,BGD,0.077,0.736,0.187,0.9996
5219,2004,BGR,0.064,0.742,0.194,0.9998
5220,2004,BHR,0.107,0.71,0.183,0.9993
5221,2004,BHS,0.092,0.759,0.149,0.9993
5222,2004,BIH,0.104,0.682,0.214,0.9997
5223,2004,BLR,0.118,0.73,0.152,0.993
5224,2004,BLZ,0.11,0.707,0.183,0.9992
5225,2004,BOL,0.096,0.751,0.153,0.9988
5226,2004,BRA,0.102,0.74,0.157,0.999
5227,2004,BRB,0.084,0.747,0.169,0.9997
5228,2004,BRN,0.094,0.71,0.197,0.9988
5229,2004,BTN,0.082,0.756,0.162,0.9972
5230,2004,BWA,0.129,0.696,0.175,0.9987
5231,2004,CAF,0.05,0.825,0.125,0.9994
5232,2004,CAN,0.117,0.705,0.178,0.999
5233,2004,CHE,0.071,0.713,0.215,0.9997
5234,2004,CHL,0.039,0.762,0.199,0.9998
5235,2004,CHN,0.063,0.776,0.161,0.9994
5236,2004,CIV,0.038,0.827,0.135,0.9995
5237,2004,CMR,0.077,0.771,0.153,0.9993
5238,2004,COD,0.084,0.743,0.173,0.9979
5239,2004,COG,0.044,0.76,0.196,0.9998
5240,2004,COL,0.166,0.641,0.193,0.9528
5241,2004,COM,0.076,0.722,0.202,0.9998
5242,2004,CPV,0.091,0.69,0.219,0.9998
5243,2004,CRI,0.112,0.685,0.203,0.9997
5244,2004,CUB,0.131,0.763,0.106,-0.9962
5245,2004,CYP,0.059,0.776,0.166,0.9996
5246,2004,CZE,0.13,0.681,0.19,0.9986
5247,2004,DEU,0.055,0.757,0.188,0.9998
5248,2004,DJI,0.116,0.719,0.166,0.9996
5249,2004,DMA,0.107,0.749,0.144,0.9932
5250,2004,DNK,0.094,0.679,0.227,0.9997
5251,2004,DOM,0.101,0.749,0.15,0.9981
5252,2004,DZA,0.084,0.729,0.187,0.9982
5253,2004,ECU,0.075,0.768,0.157,0.9992
5254,2004,EGY,0.101,0.739,0.16,0.9995
5255,2004,ERI,0.105,0.719,0.176,0.9997
5256,2004,ESP,0.159,0.656,0.185,0.9898
5257,2004,EST,0.051,0.79,0.158,0.9997
5258,2004,ETH,0.083,0.725,0.193,0.9998
5259,2004,FIN,0.051,0.738,0.21,0.9992
5260,2004,FJI,0.056,0.735,0.209,0.9999
5261,2004,FRA,0.083,0.761,0.156,0.9995
5262,2004,FSM,0.107,0.76,0.132,0.9964
5263,2004,GAB,0.047,0.752,0.201,0.9992
5264,2004,GBR,0.149,0.687,0.164,0.6808
5265,2004,GEO,0.105,0.703,0.192,0.9999
5266,2004,GHA,0.084,0.768,0.148,0.9985
5267,2004,GIN,0.066,0.679,0.255,0.9999
5268,2004,GMB,0.208,0.662,0.13,-0.9996
5269,2004,GNB,0.102,0.695,0.202,0.9998
5270,2004,GNQ,0.119,0.75,0.131,0.9447
5271,2004,GRC,0.091,0.688,0.221,0.9998
5272,2004,GRD,0.08,0.733,0.188,0.9991
5273,2004,GTM,0.048,0.758,0.194,0.9997
5274,2004,GUY,0.131,0.701,0.169,0.9956
5275,2004,HND,0.134,0.686,0.181,0.9979
5276,2004,HRV,0.072,0.717,0.211,0.9997
5277,2004,HTI,0.05,0.78,0.171,0.9992
5278,2004,HUN,0.121,0.676,0.203,0.9991
5279,2004,IDN,0.131,0.695,0.174,0.9977
5280,2004,IND,0.09,0.73,0.18,0.9996
5281,2004,IRL,0.112,0.697,0.191,0.9998
5282,2004,IRN,0.14,0.688,0.172,0.9955
5283,2004,IRQ,0.158,0.623,0.219,0.9995
5284,2004,ISL,0.069,0.766,0.166,0.9995
5285,2004,ISR,0.209,0.628,0.163,-0.9993
5286,2004,ITA,0.063,0.721,0.216,0.9997
5287,2004,JAM,0.138,0.712,0.15,0.6269
5288,2004,JOR,0.069,0.787,0.144,0.9995
5289,2004,JPN,0.051,0.741,0.208,0.9998
5290,2004,KAZ,0.094,0.729,0.177,0.9997
5291,2004,KEN,0.058,0.753,0.189,0.9998
5292,2004,KGZ,0.113,0.697,0.19,0.9991
5293,2004,KHM,0.091,0.733,0.176,0.9974
5294,2004,KIR,0.05,0.794,0.156,0.9994
5295,2004,KNA,0.07,0.748,0.182,0.9997
5296,2004,KOR,0.089,0.733,0.178,0.9996
5297,2004,KWT,0.123,0.69,0.187,0.9984
5298,2004,LAO,0.07,0.747,0.184,0.9994
5299,2004,LBN,0.062,0.787,0.151,0.9983
5300,2004,LBR,0.096,0.742,0.162,0.9986
5301,2004,LBY,0.079,0.797,0.125,0.9792
5302,2004,LCA,0.112,0.729,0.159,0.9986
5303,2004,LIE,0.053,0.755,0.192,0.9997
5304,2004,LKA,0.083,0.764,0.152,0.9987
5305,2004,LSO,0.118,0.729,0.153,0.9963
5306,2004,LTU,0.105,0.701,0.194,0.9983
5307,2004,LUX,0.044,0.817,0.139,0.9997
5308,2004,LVA,0.14,0.677,0.183,0.9952
5309,2004,MAR,0.115,0.662,0.223,0.9994
5310,2004,MCO,0.099,0.752,0.149,0.9907
5311,2004,MDA,0.1,0.737,0.164,0.9985
5312,2004,MDG,0.046,0.751,0.203,0.9997
5313,2004,MDV,0.078,0.759,0.163,0.9993
5314,2004,MEX,0.076,0.757,0.168,0.9997
5315,2004,MHL,0.058,0.801,0.141,0.999
5316,2004,MKD,0.047,0.811,0.141,0.9989
5317,2004,MLI,0.061,0.774,0.165,0.9996
5318,2004,MLT,0.096,0.723,0.181,0.9997
5319,2004,MMR,0.067,0.809,0.125,0.9986
5320,2004,MNG,0.119,0.693,0.188,0.9993
5321,2004,MOZ,0.069,0.734,0.198,0.9998
5322,2004,MRT,0.074,0.732,0.193,0.9995
5323,2004,MUS,0.095,0.723,0.181,0.9998
5324,2004,MWI,0.105,0.705,0.19,0.9995
5325,2004,MYS,0.08,0.741,0.179,0.9997
5326,2004,NAM,0.071,0.725,0.204,0.9999
5327,2004,NER,0.085,0.764,0.151,0.9992
5328,2004,NGA,0.061,0.763,0.176,0.9998
5329,2004,NIC,0.094,0.726,0.18,0.9993
5330,2004,NLD,0.124,0.656,0.22,0.9998
5331,2004,NOR,0.106,0.638,0.256,0.9999
5332,2004,NPL,0.087,0.741,0.173,0.9997
5333,2004,NRU,0.056,0.835,0.108,0.9991
5334,2004,NZL,0.155,0.663,0.182,0.9673
5335,2004,OMN,0.087,0.738,0.175,0.9991
5336,2004,PAK,0.084,0.744,0.173,0.9994
5337,2004,PAN,0.193,0.669,0.138,-0.9988
5338,2004,PER,0.097,0.68,0.224,0.9994
5339,2004,PHL,0.11,0.685,0.204,0.9997
5340,2004,PLW,0.095,0.722,0.182,0.999
5341,2004,PNG,0.088,0.735,0.178,0.9997
5342,2004,POL,0.09,0.728,0.183,0.9995
5343,2004,PRK,0.073,0.738,0.189,0.9998
5344,2004,PRT,0.086,0.697,0.218,0.9999
5345,2004,PRY,0.087,0.798,0.115,0.9897
5346,2004,PSE,0.044,0.825,0.131,0.9991
5347,2004,QAT,0.059,0.799,0.142,0.9994
5348,2004,ROU,0.1,0.706,0.195,0.9994
5349,2004,RUS,0.143,0.687,0.17,0.981
5350,2004,RWA,0.095,0.76,0.145,0.9978
5351,2004,SAU,0.086,0.75,0.164,0.9996
5352,2004,SDN,0.13,0.72,0.15,0.9833
5353,2004,SEN,0.063,0.785,0.152,0.9995
5354,2004,SGP,0.086,0.732,0.182,0.9997
5355,2004,SLB,0.077,0.739,0.184,0.9998
5356,2004,SLE,0.09,0.715,0.195,0.9998
5357,2004,SLV,0.054,0.744,0.202,0.9999
5358,2004,SMR,0.091,0.707,0.202,0.9995
5359,2004,STP,0.096,0.753,0.151,0.9976
5360,2004,SUR,0.085,0.738,0.177,0.9989
5361,2004,SVK,0.07,0.7,0.23,0.9999
5362,2004,SVN,0.104,0.687,0.209,0.9995
5363,2004,SWE,0.161,0.647,0.192,0.992
5364,2004,SWZ,0.094,0.739,0.166,0.9996
5365,2004,SYC,0.069,0.788,0.143,0.9977
5366,2004,SYR,0.134,0.695,0.171,0.9989
5367,2004,TCD,0.088,0.779,0.133,0.9987
5368,2004,TGO,0.071,0.74,0.189,0.9998
5369,2004,THA,0.074,0.705,0.221,0.9999
5370,2004,TJK,0.157,0.68,0.163,-0.8452
5371,2004,TKM,0.061,0.755,0.184,0.9998
5372,2004,TLS,0.113,0.717,0.171,0.9991
5373,2004,TON,0.024,0.773,0.203,0.9998
5374,2004,TTO,0.064,0.805,0.131,0.9994
5375,2004,TUN,0.048,0.724,0.228,0.9999
5376,2004,TUR,0.072,0.717,0.211,0.9998
5377,2004,TUV,0.077,0.746,0.177,0.9996
5378,2004,TZA,0.074,0.704,0.221,0.9999
